name,street_address,google_map,review_count,phone,website,restaurant_type,average_review,food_review,service_review,ambience_review,value_review,price_range,star_1,star_2,star_3,star_4,star_5,description,restaurant_main_type,latitude,longitude,postal_code
Hearth,"403 East 12 Street New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7299800%2C-73.983468,2270,(646) 602-1300,http://restauranthearth.com/,American,4.7227,4.7,4.5,4.6,4.2,$50 and over,0,2,3,17,78,"Hearth is everything the word implies...a warm, comfortable restaurant with hospitality as its goal.  Chef Marco Canora's cuisine employs seasonal, locally-sourced ingredients prepared with an Italian influence.",American,40.7300263,-73.9831883,10009
Sarabeth's TriBeCa,"339 Greenwich Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7183450%2C-74.010291,1598,(212) 966-0421,http://www.sarabethsrestaurants.com/,American,4.41598,4.3,4.1,4.2,3.9,$30 and under,1,4,11,24,60,"Sarabeth's is a great place to enjoy breakfast, lunch, brunch or dinner.  Full bar and retail bakery.",American,40.7182443,-74.0102585,10013
Leuca,"111 N 12th St Brooklyn, NY  11249",//www.google.com/maps/search/?api=1&query=40.7221200%2C-73.957168,491,(718) 581-5900,http://leuca.com/,Italian,4.6491,4.6,4.3,4.6,4.1,$31 to $50,0,2,6,22,70,"Leuca is a Southern Italian restaurant serving wood-fired dishes in a refined yet casual setting. Located in the heart of Williamsburg, Leuca offers a sophisticated wine and cocktail list meant to pair with a menu of approachable dishes inspired by coastal Italy. ",Italian,40.722293,-73.9566815,11249
Sant Ambroeus SoHo,"265 Lafayette Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7234180%2C-73.996567,257,(212) 966-2770,http://www.santambroeus.com/,Italian,4.8257,4.7,4.5,4.6,4.3,$31 to $50,0,1,3,11,85,"At Sant Ambroeus SoHo, guests will enjoy a contemporary interpretation of traditional Milanese cuisine, as well as its branded hospitality in a chic and vibrant atmosphere.An exquisite menu by Milan native, chef Marco Barbisotti, reflects the brand’s culinary vision and historic origins of northern Italy including its signature vitello tonnato, cotoletta alla milanese, and risotti.Sant Ambroeus SoHo offers a robust selection of Italian wines, curated by Sant Ambroeus SoHo’s wine director Jacopo Giustiniani.The high-energy espresso and cappuccino bar at Sant Ambroeus SoHo is open all day. From delicate and smooth to rich and bold offerings, coffee lovers will enjoy unique blends of the highest quality coffee to accompany our desserts, including cornetti, gelato, cakes and cookies.",Italian,40.7234755,-73.9964322,10012
Il Cantinori,"32 East 10th Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7330000%2C-73.994,1431,(212) 673-6044,http://www.ilcantinori.com/,Italian,4.71431,4.7,4.6,4.7,4.3,$50 and over,0,1,5,13,81,"Il Cantinori, located in Greenwich Village, has been at the forefront of Tuscan cuisine in NYC since its opening in 1983. This old farmhouse with a rustic warmth, stucco walls, wooden beams and voluminous floral arrangements is very romantic and elegant. We combine the unique traditional flavors of the Tuscan countryside with a complete seasonal lunch and dinner menu. We welcome guests with affectionate hospitality, daily specials and a wine list reflective of the northern Italian regions.",Italian,40.7321769,-73.9932049,10003
MR CHOW - TriBeca,"121 Hudson Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7199930%2C-74.008582,1520,(212) 965-9500,http://www.mrchow.com/,Chinese,4.5152,4.4,4.4,4.5,3.8,$50 and over,3,3,6,12,76,"Opened in 2006 by world famous restaurateur Michael Chow, most recently awarded the 5 Star Diamond Award by the American Academy of Hospitality Sciences for its excellence, service, and cuisine this is the second post to the original in NYC on 57th Street. Mr Chow's latest & hippest location is surrounded by a Patio & the attractive bar opens at 5:00PM daily.NY Magazine wrote in 2006 ""To eat at a Mr Chow restaurant is to participate in a roving party, one that has migrated through four decades, three continents, & an awful lot of soup dumplings."" TriBeCa's Executive Chef Kwok Hor, is a highly respected professional in the Chinese Cuisine Industry & has given many lectures at The Hong Kong Culinary Association. MR CHOW's menu is a combination of old authentic Beijing, Original Recipes, Chicken Satay, MR CHOW Noodles & Ma Mignon all were created by our passionate & skillful chefs. Also, on the Menu is one of the best prepared Beijing Duck in the world. ",Chinese,40.720145,-74.0087275,10013
Narcissa Restaurant,"25 Cooper Square New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7279310%2C-73.990785,759,(212) 228-3344,http://narcissarestaurant.com/,Contemporary American,4.6759,4.4,4.3,4.5,4,$31 to $50,1,2,6,22,69,"Named after the beautiful and feisty dairy cow who presides over André Balazs' Hudson Valley farm, the Locusts on Hudson, Narcissa marries the clean flavors and impeccably-sourced ingredients of California cuisine with new techniques of roasting, rotisserie and slow-cooking. Seasonal, local and organic produce from the farm have been specifically planted to support Chef John Fraser's healthy, multi-layered American menu, which offers both simplicity and sophistication. The intimate neighborhood restaurant offers two dining rooms, one featuring a large open kitchen and chef counter, the other overlooking a charming private garden, allowing for al fresco dining in warmer months. ",Contemporary American,40.7278415,-73.9907391,10003
Il Mulino New York - Downtown,"86 West 3rd Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7298290%2C-73.999091,830,(212) 673-3783,http://www.ilmulino.com/,Italian,4.883,4.7,4.8,4.6,4.4,$50 and over,1,2,2,5,90,"For nearly 35 years, Il Mulino New York has prepared authentic Abruzzese cuisine with unparalleled service.There’s no place like Il Mulino New York. The luxury Italian restaurant’s flagship Greenwich Village outpost initiated New York’s fine Italian dining trend and is still prized in the city’s elite dining scene. Zagat has rated Il Mulino New York as Manhattan’s No. 1 Italian restaurant for decades and has said the restaurant provides ""one-of-a-kind"" cuisine filled with delicious flavors, creating an ""outstanding Italian classic"" restaurant where ""every dish is a masterpiece."" ",Italian,40.7297668,-73.9991407,10012
Sant Ambroeus - West Village,"259 West 4th Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7354210%2C-74.003143,505,(212) 604-9254,http://www.santambroeus.com/,Italian,4.7505,4.7,4.5,4.6,4.3,$31 to $50,1,1,2,14,82,"Shortly after the original Sant Ambroeus opened its doors in Milan in 1936, a devoted following emerged. This celebrated pasticceria and confetteria became the meeting place for the local intelligentsia, whether beginning their day with Sant Ambroeus’s legendary cappuccino and cornetto, savoring panini at lunch, or spending their evening enjoying refined cuisine in the restaurant’s elegant dining room.We translated these old-world sensibilities of Sant Ambroeus to modern times, and imported our rich culinary traditions to New York. Each of our restaurants remains authentic to our Milanese origins, and we continue to serve our culturally inspired delectables in a casual yet elegant environment.",Italian,40.735375,-74.0031578,10014
Pig and Khao,"68 Clinton Street New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7192500%2C-73.984737,979,(212) 920-4485,http://www.pigandkhao.com/,Southeast Asian,4.7979,4.7,4.5,4.3,4.4,$31 to $50,1,1,5,16,77,"Top Chef contestant Leah Cohen's Pig and Khao (68 Clinton Street) on the Lower East Side. The Southeast Asian inspired cuisine offers a variety of Thai and Filipino influences on the menu including Crispy Pata and pickled mango salad (pork shank cooked in soy sauce and five spice garnished with coriander, crispy garlic served with a secret family recipe sweet and sour liver dipping sauce), Grilled Pork Jowl and Brussels Sprouts Salad (chili lime fish sauce, shallot, herbs and toasted rice) and Crispy Pork Belly Adobo (Szechuan peppercorn, coconut vinegar, soy sauce, bay leaves, crispy garlic, scallion and soft boiled egg). Drinks range from cheap canned beer, wine, cocktails, and a self-serve bottomless tap in the backyard",Southeast Asian,40.7192718,-73.9848038,10002
Little Park,"85 West Broadway New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7151430%2C-74.009182,780,(212) 220-4110,http://www.littlepark.com/,Contemporary American,4.678,4.5,4.3,4.5,3.9,$31 to $50,1,2,6,18,73,"Little Park is a seasonal restaurant highlighting the best ingredients from Chef and owner Andrew Carmellini’s longtime partnerships with local farmers, anglers, vintners, ranchers and foragers. Peak ingredients like organic vegetables, free-range poultry, grass-fed meats, line-caught fish and heirloom grains are sourced for their level of quality, sustainability and nutrition. Little Park also offers breakfast and lunch service daily and weekend brunch.",Contemporary American,40.7152136,-74.0091257,10007
Neta,"61 West 8th Street New York, NY  10011",//www.google.com/maps/search/?api=1&query=40.7334310%2C-73.999077,569,(212) 505-2610,http://www.netanyc.com/,Japanese,4.6569,4.6,4.4,4.1,3.9,$50 and over,1,3,6,20,70,"""Neta"" means the fresh ingredients of sushi. Our restaurant brings you the best neta with unique preparations and warm service for a special dining experience.Now We are offering 3 course Lunch for $29.00.Between 5:00PM - 6:30 PM we are offering ""Sunset Omakase""  for $75.00  and all our signature cocktails  are 1/2 off.",Japanese & Koren,40.7336404,-73.9989571,10011
Tutto Il Giorno -Tribeca,"114 Franklin Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7188060%2C-74.005974,315,(212) 274-8100,http://www.tuttoilgiorno.com/,Italian,4.7315,4.6,4.4,4.8,4.3,$50 and over,1,1,5,16,77,"In 2006, friends Gianpaolo De Felice and David Mayer dreamed of opening a seaside outdoor restaurant that would serve authentic pasta reminiscent of what Gianpaolo's Napolitano mother always made. They materialized their dream with Gianpaolo's wife, Gabby Karan's sophisticated and visionary aesthetics when opening their first restaurant that year. Gabby created a concept of incredible interiors that are chic and intimate. She married art with culture to create her special approach to dining. Today, 10 years later, Tutto il Giorno is a proven success. Its secret sauce is its great staff and their passion for the restaurant.",Italian,40.718804,-74.0059811,10013
Bobo Restaurant,"181 West 10th Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7342970%2C-74.002619,1108,(212) 488-2626,http://www.bobonyc.com/,French,4.71108,4.5,4.5,4.6,4.3,$30 and under,0,1,5,20,74,"Bobo is the elder sibling of Carlos Suarez's Casa Nela group, which includes Village hits, Rosemary's , Rosemary's Pizza and Claudette. The place is easy to miss, as the entrance is downstairs; but walking in off the busy corner at W 10th and 7th Ave, guests are transported to a chic French country home with sizable bar area, parlor level dining room, and gorgeous year-round garden. The restaurant serves dinner and weekend brunch, offering classic French country cooking lightened for their West Village neighbors - confit lamb shoulder, chicken cocotte grand mere, chocolate mousse, and bistro stand-bys like oysters and panisse.",French,40.7344781,-74.0026183,10014
Rafele,"29 Seventh Ave. South New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7307520%2C-74.004144,1325,(212) 242-1999,http://www.rafele.com/,Italian,4.51325,4.6,4.3,4.4,4.3,$31 to $50,1,2,7,23,67,"We are committed to offering fresh ingredients coupled with the most authentic Italian foods and wine available.We work closely with our farmers, markets, vendors and purveyors to bring you the highest quality of rustic Italian recipes created with a New York influence.",Italian,40.7308623,-74.0041448,10014
Essex,"119 Rivington St New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7197070%2C-73.987415,2167,(212) 533-9616,http://www.essexnyc.com/,Fusion / Eclectic,4.32167,4.2,4.2,4,4.1,$30 and under,2,4,11,24,59,"Located in the historic Essex Street Market Building, Essex is a loft-like multi-level space with contemporary cuisine inspired by the flavors of the Lower East Side. Essex is known for its weekday dinner and happy hour specials as well as its lively weekend dinner and bar scene. The weekend brunch is a New York institution and is always a top pick on Open Table Diner’s Choice and other sites. The expansive layout allows for intimate balcony and banquette seating as well as festive group dining and private parties.",Other,40.7197072,-73.987415,10002
Tiny's & the Bar Upstairs,"135 West Broadway New York, NY  10002",//www.google.com/maps/search/?api=1&query=40.7167470%2C-74.008037,663,(212) 374-1135,http://tinysnyc.com/,Contemporary American,4.6663,4.5,4.2,4.5,4.1,$31 to $50,1,1,6,19,73,"Tiny's & the Bar Upstairs is a three story townhouse located on W. Broadway in the heart of Tribeca. The building dates to 1810 and much of the original materials have been restored and overlayed with whimsical American finish detail. Siblings Matt, Jack and Ana Abramcyk conceived of a space where you can come to eat, drink, or just talk over a glass of wine. The sibling trio complements the warm-hearted atmosphere and furthers the artistic spirit of Tiny’s making it a true family run neighborhood place. At Tiny's, breakfast, lunch, brunch, and dinner menus blend classic technique with local market ingredients. The menu reflects Modern American cuisine with Italian and French influences.",Contemporary American,40.7167037,-74.0079895,10002
BAAR BAAR,"13 E 1st St New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7243890%2C-73.991552,115,(212) 228-1200,http://baarbaarnyc.com/,Contemporary Indian,4.5115,4.5,4.2,4.6,4,$31 to $50,1,4,7,20,68,"Baar Baar, a reimagining of the Indian love affair with all things spirited. A first of its kind Indian Gastro Bar that will challenge your perception of the subcontinent.Join us for this journey with India-inspired cocktails that pay homage to our beginnings and modern interpretation of regional Indian Cuisine crafted by Chef Sujan Sarkar.",Indian,40.724433,-73.991532,10003
The Musket Room,"265 Elizabeth St. CI New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7238560%2C-73.993735,768,(212) 219-0764,http://www.musketroom.com/,International,4.8768,4.7,4.7,4.6,4.2,$31 to $50,0,1,3,15,81,"The Musket Room brings the spirit of New Zealand and the country’s diverse cuisine to Manhattan’s Nolita neighborhood. Chef and owner Matt Lambert, a New Zealand native, created a menu that charts the evolution of New Zealand cuisine, from the country’s Old World traditions and Asian influences to its modern day dedication to local and seasonal offerings. Inspired by an era in New Zealand when adventure and discovery blossomed, The Musket Room offers a modern approach to the country’s culinary past, serving dinner and drinks.Reservations made through Opentable will secure you a reservation in either the main dining room or garden room, where we offer both a la carte  and the short  tasting menu. The tasting menu must be booked in advance. Please let us know if you or any of your guests have an allergy or dietary restriction. We can accommodate for vegetarians with our tasting menu and al a carte for vegan diners with 24hr notice.  ",Other,40.7239263,-73.9938218,10012
Delmonico's,"56 Beaver Street New York, NY  10004",//www.google.com/maps/search/?api=1&query=40.7050000%2C-74.01,3792,(212) 509-1144,http://delmonicosrestaurant.com/,Steakhouse,4.73792,4.7,4.6,4.6,4.2,$50 and over,1,2,4,17,76,"Delmonico's began as the first restaurant in the United States and has had a profound impact on American dining tradition. Our setting is where nearly two centuries of notable poets, affluent socialites, celebrities and presidents have celebrated in the splendor that is Delmonico's. Delmonico's welcomes Executive Chef Bill Oliva our kitchen. While preserving the classic dishes such as Lobster Newburg, Delmonico's Steak and Baked Alaska, Bill brings a level of culinary sophistication to Delmonico's with his addition of creative seafood offerings and other inventive dishes. Business casual attire is suggested (a jacket and tie are not required). We kindly request that gentleman refrain from wearing hats, shorts, sleeveless shirts and flip flops in the main dining room. ",Steakhouse,40.7049925,-74.0105948,10004
Root & Bone,"200 E 3rd Street New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7227440%2C-73.983243,704,(646) 682-7080,http://www.rootnbone.com/,Southern,4.6704,4.5,4.5,4.5,4.2,$31 to $50,1,2,7,18,72,"Root & Bone takes inspiration from the traditonal and timeless tastes of the American South. Guided by Chef Jeff McInnis and his partner, Chef Janine Booth, and focused on bringing honest, consciously sourced local ingredients, we strive to bring true Southern hospitality to New York City.While we are primarily a walk-in restaurant, we do take a very limited number of reservations. For parties of 6 or more, we require a prix fixe menu. A reservationist will contact you with details regarding the menu and pricing.  Thanks and we look forward to having you!",Other,40.7226894,-73.9833023,10009
Bâtard,"239 West Broadway New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7196440%2C-74.005962,913,(212) 219-2777,http://www.batardtribeca.com/,Modern European,4.6913,4.7,4.5,4.4,4.2,$50 and over,0,2,4,20,74,"James Beard Foundation BEST NEW RESTAURANT 2015 - Drew Nieporent’s long commitment to Tribeca continues in the space that housed the legendary Montrachet with Michelin-starred dining at Bâtard.  Chef/partner Markus Glocker’s modern European menu reflects his Austrian heritage and diverse experiences (Gordon Ramsay, Charlie Trotter). Dishes like Octopus “Pastrami,” Roasted Beets Linzer and Veal Tenderloin “Tramezzini” are inventive and delicious. Diners have the flexibility to order a la carte with a 2-course minimum that represents excellent value. Managing partner John Winterman, former longtime maître d’ at Daniel, welcomes you to a relaxed setting warmed by golden light and cozy banquettes. The wine list highlights the best of Burgundy; cocktails are expertly crafted.",Other Europe,40.7194666,-74.0057516,10013
Left Bank NYC,"117 Perry Street New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7351270%2C-74.00673,615,(212) 727-1170,http://leftbanknewyork.com/,American,4.6615,4.4,4.4,4.3,4.1,$31 to $50,0,3,7,20,70,"Left Bank is at its core a New York bistro, inspired by Greenwich Village itself, and influenced by European sensibilities. From our landmarked building in Manhattan's historic district, large bay windows on both sides reflect our open-book, unpretentious style of cooking and service. Our food is inspired by our local farmers, recipes of days gone by, and the relationships we have with our guests. Left Bank continues to evolve with an entrepreneurial spirit and a sincere desire to serve simple, wholesome, delicious food and drink to New Yorkers and passersby. We are now open for brunch on Saturdays and Sundays. ",American,40.7351876,-74.0067386,10014
American Cut Steakhouse,"363 Greenwich Street New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7193040%2C-74.010204,791,(212) 226-4736,http://www.americancutsteakhouse.com/,Steakhouse,4.6791,4.6,4.6,4.5,4,$31 to $50,1,3,4,17,75,"American Cut Steakhouse is LDV Hospitality’s new American, signature steakhouse, brought to life by Iron Chef Marc Forgione. Located in the heart of Tribeca at 363 Greenwich Street, between Franklin and Harrison.For dinner, our 180-seat restaurant combines modern design with art deco accents, culminating in a monumental space filled with fine food, spirits and culinary prowess.We invite you to indulge in our spectacular Tomahawk Ribeye Chop for two or try our Seafood Tasting featuring our signature Chili Lobster paired with a glass of wine from our extensive wine list.With two private dining rooms and a private bar for groups of all sizes, we are the perfect location for intimate special events, large-scale after-work parties and everything in between. ",Steakhouse,40.7190959,-74.009992,10013
Khe-Yo,"157 Duane St. New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7169060%2C-74.008586,640,(212) 587-1089,http://www.khe-yo.com/,Laotian,4.764,4.6,4.4,4.5,4.1,$31 to $50,1,1,4,20,74,"Chef/ Owner Soulayphet Schwader and Marc Forgione partner at Khe-Yo to showcase Laotian cuisine. {Khe-Yo}, or green in Laotian is a unique dining experience that accentuates the brightness and beauty of Laotian cuisine artfully redefined. Our local, seasonal menu is responsibly sourced, of the highest quality and best when shared with friends in our exposed brick Tribeca gem that is all at once intimate, inviting, and hip. We invite you to our table for a dining experience you won’t soon forget—sa bai dee!",Southeast Asian,40.716906,-74.008587,10013
Toloache Thompson St.,"205 Thompson St. New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7285320%2C-73.99961,381,(212) 420-0600,http://www.toloachenyc.com/,Mexican,4.5381,4.4,4,4.1,3.9,$31 to $50,2,2,8,20,68,"Welcome to Toloache (pronounced toh-lo-AH-tchay), chef-owner Julian Medina’s contemporary Mexican bistro located in Greenwich Village. Toloache is named after a flowering plant famed in Mexico for its use in love potions. We hope that when you dine with us you too will fall under the spell of chef Medina’s creative cooking, which incorporates seasonal and natural ingredients and more than a dozen types of chilies. Our festive, two-story space features a guacamole and ceviche bar and an exceptional tequila list, along with elegant decorative elements imported from Mexico. We're looking forward to seeing you soon.",Mexican,40.7287442,-73.9995539,10012
Nobu Downtown | Bar & Lounge,"195 Broadway New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7109650%2C-74.009676,33,(212) 219-0500,http://www.noburestaurants.com/downtown/home/,Japanese,4.733,4.7,4.4,4.5,3.9,$50 and over,1,2,7,12,78,"The Nobu Downtown Bar & Lounge is a destination within itself, featuring Nobu Style signatures, prix fixe lunch, and inventive new dishes and cocktails created especially for this one-of-a-kind space. Framed by heroic limestone columns, our bar in the round is set beneath a floating brushstroke sculpture inspired by Japanese calligraphy, with three sections dedicated to cocktails and the fourth presenting a coveted 6-seat sushi bar. Plush table seating and intimate vignettes create the ideal space for gatherings and social events, and guest DJ nights punctuate an energy that is definitively Nobu. As an historic New York City landmark updated with Nobu's modern Japanese influence, the Bar & Lounge represents the perfect all-day dining destination to meet over lunch, drinks or anything in between, then linger over Nobu Style cocktails, exclusive lounge menus and sushi bar specialities well into the night.",Japanese & Koren,40.7111,-74.0093,10007
Feast,"102 3rd Ave. New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7325550%2C-73.98797,554,(212) 529-8880,http://www.eatfeastnyc.com/,Contemporary American,4.6554,4.6,4.7,4.6,4.3,$31 to $50,0,0,4,26,70,"Feast is a seasonal American restaurant that offers a modern interpretation to the classic dinner party in a rustic, warm, and inviting place.",Contemporary American,40.7325298,-73.9880648,10003
Temple Court,"5 Beekman Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7111940%2C-74.006901,392,(212) 658-1848,http://www.templecourtnyc.com/,American,4.6392,4.5,4.4,4.7,4.1,$31 to $50,1,1,7,20,71,"Influenced by New York’s original fine dining restaurants and the historic melting pot of lower Manhattan, Tom Colicchio integrates flavors and cooking techniques from across the world in modern iterations of classic 19th and 20th century New York dishes.",American,40.7112749,-74.0068449,10003
Pera Soho,"54 Thompson Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7239430%2C-74.00341,570,(212) 878-6305,http://www.pera-soho.com/,Mediterranean,4.357,4.2,3.7,4.4,3.9,$31 to $50,3,5,9,25,58,"Pera Soho is a transportative Mediterranean retreat in the heart of Soho. Inspired by the renowned Istanbul neighborhood where cuisine, art, culture, nightlife and the cosmopolitan converge, Pera Soho seduces with an environment that is simultaneously warm and vibrant.Pera Soho’s philosophy is to appreciate the culinary and cultural richness of the Eastern Mediterranean as a whole. In addition to the contemporary presentation of authentic recipes, Pera Soho embellishes the use of Mediterranean ingredients and cooking methods to create signature dishes.Pera Soho has a unique configuration comprised of indoor and outdoor, general and private, dining areas. The terrace is covered with a heated Winter Tent during colder months.",Mediterranean,40.7237816,-74.0032266,10012
Tribeca Grill,"375 Greenwich St New York, NY  10013",//www.google.com/maps/search/?api=1&query=40.7200000%2C-74.01,4361,(212) 941-3900,http://www.myriadrestaurantgroup.com/,American,4.44361,4.2,4.3,4.3,3.9,$31 to $50,1,3,11,27,58,"Located in the heart of downtown Manhattan, Tribeca Grill is a true New York City landmark. Co-owned by renowned restaurateur Drew Nieporent and legendary actor Robert De Niro, the Grill continues to receive many prestigious awards including, the coveted Grand Award from Wine Spectator Magazine every year since 2002. As a must-visit wine destination, the Grill features an extensive list featuring the world's largest selection of Châteauneuf du Pape (over 250) as well as many rare California Cabernet verticals. The 2,000 selection, 20,000 bottle list is one of only ten restaurants in New York to receive the Grand Award. Executive Chef Scott Burnett's straightforward, savory and satisfying cuisine reaffirms Tribeca Grill’s standing as one of NYC’s longest running and most beloved dining experiences. ",American,40.7196303,-74.0097684,10013
Fifty,"50 Commerce St New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7313430%2C-74.005704,325,(212) 524-4104,http://fiftyrestaurantnyc.com/,Contemporary American,4.6325,4.6,4.5,4.4,4.1,$31 to $50,0,1,3,25,71,"Located in the West Village on a charming street next to Cherry Lane Theatre, FIFTY is a New American restaurant with Latin influence. Chef Luis Jaramillo, hailing from Ecuador, is preparing South American inspired fare including Fifty's popular Shrimp & Calamari Black Rice with uni, a delicate Beer Braised Goat Ribs, as well as a seasonal selection of ceviches and crudos.",Contemporary American,40.7313538,-74.0057057,10014
Dos Caminos - SoHo,"475 West Broadway at Houston Street New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7265680%2C-73.999865,944,(212) 277-4300,http://www.doscaminos.com/,Mexican,4.2944,4,3.6,4,3.6,$31 to $50,4,6,11,24,55,"Dos Caminos brings the vibrant spirit of Mexico City to New York City. Serving authentic and upscale Mexican cuisine, including fresh guac, killer margaritas, and South of the Border staples like Asada Tacos and Mexico City-Style quesadillas. The tequila and margarita menu is one of the most robust of its kind. “Dos” has single-handedly redefined Mexican for Americans.",Mexican,40.7265737,-73.9999034,10012
Noreetuh,"128 1st Avenue New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7272640%2C-73.985197,434,(646) 892-3050,http://www.noreetuh.com/,American,4.7434,4.7,4.7,4.5,4.4,$31 to $50,0,1,4,18,77,"Noreetuh is a modern Hawaiian restaurant in the East Village by Chef Chung Chow.  The beverage program features an extensive collection of wines supplemented by simpler selections of sakes and sojus.Noreetuh is open for dinner between Tuesday through Sunday offering elevated Hawaiian cuisine, and offer traditional Hawaiian brunch on Saturday and Sunday.",American,40.7272851,-73.9852368,10009
El Toro Blanco,"257 Sixth Avenue New York, NY  10014",//www.google.com/maps/search/?api=1&query=40.7289690%2C-74.002547,518,(212) 645-0193,http://www.eltoroblanconyc.com/,Mexican,4.2518,4,3.6,4.1,3.6,$31 to $50,4,8,12,24,52,"Mexican restaurant featuring a substantial seafood menu of ceviche, tacos and entrees with coastal influence, guacamole bar, and extensive tequila bar.",Mexican,40.7290259,-74.002807,10014
SAN CARLO  Osteria Piemonte,"90 Thompson St New York, NY  10012",//www.google.com/maps/search/?api=1&query=40.7251350%2C-74.002087,314,(212) 625-1212,http://www.sancarlonyc.com/,Italian,4.7314,4.6,4.6,4.5,4.3,$31 to $50,1,1,6,18,74,"“ SAN CARLO Osteria Piemonte” is the perfect blend of authentic food and exceptional wine label selection. Piedmont is a region of west Northern Italy, it is one of the largest regions of Italy and Turin was the first capital of Italy in 1861. Piedmont is one of the most ancient culinary traditions and culinary specialties of the country. Restaurant ""SAN CARLO Osteria Piemonte"" is one of the few references throughout New York of Piedmont cuisine and North Italy.  Come and experience tastes that have hundreds of years and you'll be without. We are waiting for you…..",Italian,40.725135,-74.002087,10012
The Library at the Public,"425 Lafayette Street New York, NY  10003",//www.google.com/maps/search/?api=1&query=40.7291360%2C-73.992028,801,(212) 539-8777,http://www.thelibraryatthepublic.com/,American,4.2801,4,4.5,4.5,3.7,$30 and under,2,3,13,33,49,"The Library at The Public is an Astor-era lounge tucked away in the mezzanine level of The Public Theater's new downtown home at Astor Place serving classic and inspired cocktails, wine, and Chef Andrew Carmellini's eclectic American menu sourcing local ingredients and New York influence. ",American,40.7290178,-73.9917494,10003
CUT By Wolfgang Puck at FS Downtown New York,"99 Church St New York, NY  10007",//www.google.com/maps/search/?api=1&query=40.7128030%2C-74.009064,364,(646) 880-1995,http://wolfgangpuck.com/,Steak,4.6364,4.5,4.5,4.3,3.8,$31 to $50,1,2,7,19,71,"CUT by Wolfgang Puck located within the new Four Seasons Hotel New York Downtown, is the sixth CUT location across the globe behind the original in Beverly Hills, Las Vegas, London, Singapore and Bahrain. The sleek new location designed by Studio Jacques Garcia in collaboration with Kimberly Brown and Strata Architects, serves breakfast, lunch and dinner as well as a bar and lounge experience in the adjacent CUT Lounge. Enjoy several of Wolfgang’s signature dishes such as the Bone Marrow Flan, Kurobuta Pork Chop and various cuts of the finest beef from regions across the globe.",Steakhouse,40.7128554,-74.0093466,10007
Osteria della Pace - Eataly NYC Downtown,"101 Liberty St Floor 3 New York, NY  10006",//www.google.com/maps/search/?api=1&query=40.7097160%2C-74.011713,294,(646) 677-8580,http://www.eataly.com/us_en/stores/nyc-downtown/osteria-della-pace/,Italian,4.4294,4.3,4.3,4.4,3.9,$31 to $50,1,2,11,24,62,"Inspired by the cuisine of southern Italy, Osteria della Pace offers an upscale dining experience focused on Italian simplicity. The restaurant’s separate dining room offers privacy from the main experience of Eataly while still accentuating the authentic, emotional connection to Italian culture and cuisine for which Eataly is known.The stunning bar boasts over 400 Italian wines, specialty cocktails featuring a wide range of Italian liqueurs, and a bar menu available during all operating hours. ",Italian,40.7100647,-74.0119758,10006
Tuome,"536 E. 5th St. New York, NY  10009",//www.google.com/maps/search/?api=1&query=40.7239980%2C-73.982948,385,(646) 833-7811,http://tuomenyc.com/,Contemporary American,4.7385,4.7,4.6,4.5,4.1,$31 to $50,0,2,5,18,75,Tuome serves an ingredient driven contemporary American menu with Asian influences in the East Village.,Contemporary American,40.723998,-73.982949,10009
